rating,date,variation,verified_reviews,feedback,review_tokens,score
2,25-Jul-18,Black,Poor quality. Gave it away.,0,"quality,.,Gave,,away",-0.4767
4,25-Jul-18,Black,Refurbished is the way to go. My Echo works just like new.,1,",,way,,go,.,My,Echo,works,,like,new",0.3612
4,25-Jul-18,Black,love it,1,,0.6369
5,25-Jul-18,White,We have five of them. Need I say more?,1,",five,,,.,Need,I,say,",0.0
3,24-Jul-18,Black,The speakers arent too loud.. alexa is great though. Besides that naw,1,"speakers,arent,,loud,..,alexa,,great,though,.,Besides,",0.6249
5,24-Jul-18,Black,It works great and sounds good!,1,"works,great,,sounds,good",0.807
1,24-Jul-18,Black,"Never could get it to work. A techie friend looked at it for me and said the adapter wasn't strong enough to power it and that it looked like it had been bought at a dollar store. So, I am going to replace the adapter and hope it works then.",0,"could,get,,,work,.,A,techie,friend,looked,,,,,,said,,adapter,,n't,strong,enough,,power,,,,,looked,like,,,,bought,,,dollar,store,.,So,,,I,,going,,replace,,adapter,,hope,,works,",0.7094
5,24-Jul-18,Black,Almost like having Star Trek in your home!  Fun to try and outsmart !,1,"like,,Star,Trek,,,home,!,Fun,,try,,outsmart",0.7262
5,23-Jul-18,White,"This was an add on for my echo system, the refurbished product works like new!",1,",,add,,,,echo,system,,,,refurbished,product,works,like,new",0.4199
5,23-Jul-18,Black,"Great for my office. I use this daily in many ways, to include spelling for me and background music.",1,",,office,.,I,use,,daily,,many,ways,,,,include,spelling,,,,background,music",0.6249
5,23-Jul-18,Black,Awesome. I love Alexa.,1,".,I,love,Alexa",0.8519
5,22-Jul-18,White,"I wasn't sure I really wanted one of these, but now that I have it, it is extremely useful.  Get one, you'll love it!",1,",n't,sure,I,really,wanted,one,,,,,,,,I,,,,,,,extremely,useful,.,Get,one,,,,'ll,love,",0.8979
2,22-Jul-18,White,"Initially, this echo dot worked very well. Over time, the dot stopped responding to 'alexa' unless you were within one foot of it yelling. The other echos/echo dots in other rooms would respond without a response from this echo dot. Would not recommend buying refurbished.",0,",,,echo,dot,worked,,well,.,Over,time,,,,dot,stopped,responding,,'alexa,',unless,,,within,one,foot,,,yelling,.,The,,echos/echo,dots,,,rooms,would,respond,without,,response,,,echo,dot,.,Would,,recommend,buying,refurbished",-0.1573
5,21-Jul-18,Black,Great Product fast shipping,1,"Product,fast",0.6249
1,20-Jul-18,Black,"I bought an echo dot that had been refurbished but its stops whatever function its performing quite often, doesn't wake up every time, randomly turns on but does nothing. Do not buy a refurbished Echo dot.",0,"bought,,echo,dot,,,,refurbished,,,stops,whatever,function,,performing,quite,often,,,,n't,wake,,every,time,,,randomly,turns,,,,nothing,.,Do,,buy,,refurbished,Echo,dot",-0.2263
5,19-Jul-18,White,Perfect works great no problems with it being refurbished.,1,"works,great,,problems,,,,refurbished",0.5994
1,19-Jul-18,Black,Dont trust this....,0,"trust,",-0.4023
5,18-Jul-18,Black,Perfect condition! I love my echo,1,"condition,!,I,love,",0.8478
5,18-Jul-18,Black,Love it. Beautiful experience especially if hooked to smart lighting and other accessories.,1,",.,Beautiful,experience,especially,,hooked,,smart,lighting,,,accessories",0.8957
5,18-Jul-18,Black,"We just got this within the last couple of weeks, from what we can tell no issues! My son wanted and &#34;alexa&#34; for his 6th birthday so she could tell him jokes, he could ask her questions and to listen to music she does all of that and more. We all enjoy this one so much that I just bought a second one this week during Prime Deals Day!",1,",got,,within,,last,couple,,weeks,,,,,,,tell,,issues,!,My,son,wanted,,&,#,34,;,alexa,&,#,34,;,,,6th,birthday,,,could,tell,,jokes,,,,could,ask,,questions,,,listen,,music,,,,,,,,.,We,,enjoy,,one,,much,,I,,bought,,second,one,,week,,Prime,Deals,Day",0.5924
4,18-Jul-18,Black,Divertido,1,,0.0
5,18-Jul-18,White,Great product and works great,1,"product,,works",0.8481
5,17-Jul-18,Black,"Bought this for the guest room.  It's a radio, alarm clock, information​ center and so much more.",1,",,,guest,room,.,It,'s,,radio,,,alarm,clock,,,information​,center,,,much,",-0.34
5,17-Jul-18,Black,Great buy. Bought this to go with my Echo and love it. The speaker isn’t the best for music but works great in a kitchen for timers or alarms.,1,"buy,.,Bought,,,go,,,Echo,,love,,.,The,speaker,,’,,,best,,music,,works,great,,,kitchen,,timers,,alarms",0.8945
1,16-Jul-18,White, ,0,,0.0
5,16-Jul-18,Black,Works perfect. Save a few bucks and buy the refurbished. Looks brand new.,1,"perfect,.,Save,,,bucks,,buy,,refurbished,.,Looks,brand,new",0.7845
5,16-Jul-18,White,Looks and works perfect. Glad I got a good deal.,1,",works,perfect,.,Glad,I,got,,good,deal",0.8625
5,15-Jul-18,White,Just as good as the new one I bought but $10.00 less.,1,",good,,,new,one,I,bought,,$,10.00,less",0.2382
5,15-Jul-18,Black,I love it works very well,1,"love,,works,",0.7645
5,14-Jul-18,White,everything perfect,1,,0.5719
5,13-Jul-18,Black,Good price. Prompt shipping. Has been working flawlessly.,1,"price,.,Prompt,shipping,.,Has,,working,flawlessly",0.5719
5,13-Jul-18,Black,"I love you, Alexa!",1,"love,,,,Alexa",0.6696
4,13-Jul-18,Black,"There's room for improvement on this. For the price, I cannot complain too much. I can still complain however, the audio is terrible. This is kind of like listening to a speak-n-spell from the 80s.",1,"'s,room,,improvement,,,.,For,,price,,,I,,,complain,,much,.,I,,still,complain,however,,,,audio,,terrible,.,This,,kind,,like,listening,,,speak-n-spell,,,80s",0.6516
5,13-Jul-18,Black,Iove it I bought it for my son because he wanted it and it’s awesome,1,",I,bought,,,,son,,,wanted,,,,’,",0.6249
5,13-Jul-18,White,"It's an echo, and it works.  For the price it's great deal. Have had no issues with it.  As with all dots, the speaker is a bit tinny, but good for a second unit, or if you are like me, you can attach it to an external speaker for more sound.Good buy",1,"'s,,echo,,,,,works,.,For,,price,,'s,great,deal,.,Have,,,issues,,,.,As,,,dots,,,,speaker,,,bit,tinny,,,,good,,,second,unit,,,,,,,like,,,,,,attach,,,,external,speaker,,,sound.Good",0.8422
5,13-Jul-18,Black,Thanks,1,,0.4404
1,13-Jul-18,Black,I wanted to use these as a radio and intercom as we get terrible fm reception where i live.  The speech recognition software is horrible.  My wife and i both are native Americans whose language is English she is from the north i am from Texas  neither have an accent from our birth area and yet it does not do a good job understanding us.  We bought two they do the same thing.  Additionally wifi reception was poor to marginal. I had to buy Wifi range extender for office and the other is ten feet from our router.  Both had problems Switched them around no difference.  So it they are now disconnected dust collectors.,0,"wanted,,use,,,,radio,,intercom,,,get,terrible,fm,reception,,,live,.,The,speech,recognition,software,,horrible,.,My,wife,,,,,native,Americans,whose,language,,English,,,,,north,,,,Texas,neither,,,accent,,,birth,area,,yet,,,,,,good,job,understanding,us,.,We,bought,two,,,,,thing,.,Additionally,wifi,reception,,poor,,marginal,.,I,,,buy,Wifi,range,extender,,office,,,,,ten,feet,,,router,.,Both,,problems,Switched,,around,,difference,.,So,,,,,disconnected,dust,collectors",-0.9433
5,12-Jul-18,Black,This is my third Dot. They all work perfectly and I use each one multiple times a day. Absolutely love them.,1,",,third,Dot,.,They,,work,perfectly,,I,use,,one,multiple,times,,day,.,Absolutely,love,",0.8655
1,12-Jul-18,Black,Item has never worked. Out of box it is broken. Spent several days trying to get it working and running same &#34;fixes&#34; from Amazon. The only thing accomplished is I will never order another refurbished device.,0,",never,worked,.,Out,,box,,,broken,.,Spent,several,days,trying,,get,,working,,running,,&,#,34,;,fixes,&,#,34,;,,Amazon,.,The,,thing,accomplished,,I,,never,order,another,refurbished,device",0.128
5,11-Jul-18,Black,I already have the echo plus.  Bought this one for my bedroom.  Love the functions.,1,"already,,,echo,plus,.,Bought,,one,,,bedroom,.,Love,,functions",0.6369
5,11-Jul-18,Black,Simple set up.  Music everywhere.,1,"set,,.,Music,everywhere",0.0
5,11-Jul-18,Black,Worked just like a brand new Dot ---so I am very satisfied.,1,",like,,brand,new,Dot,--,-so,I,,,satisfied",0.6801
1,11-Jul-18,Black,Great product but returning for new Alexa Dot.  Refurbished is already giving me problems with connection.,0,"product,,returning,,new,Alexa,Dot,.,Refurbished,,already,giving,,problems,,connection",0.2732
5,10-Jul-18,White,We have a few echos already. Went for this one in refurbished to save a few bucks. It works great. I love this new generation one because it has a rubber bottom - nice.,1,",,,echos,already,.,Went,,,one,,refurbished,,save,,,bucks,.,It,works,great,.,I,love,,new,generation,one,,,,,rubber,bottom,-,nice",0.936
5,10-Jul-18,Black,"I love the fact, that I can unplug it, and take it to my basement when I want do laundry.",1,"love,,fact,,,,I,,unplug,,,,,take,,,,basement,,I,want,,laundry",0.6705
5,10-Jul-18,Black,Refurbished but just as good as the new ones that I've bought.,1,",,,good,,,new,ones,,I,'ve,bought",0.5927
5,9-Jul-18,Black,Good as new,1,,0.4404
5,9-Jul-18,Black,Granddaughter loves it,1,loves,0.5719
4,9-Jul-18,Black,"The price is great.  Was having trouble with it hearing me from across a room, but after moving it to another spot, it seems to be working fine.  Will buy some more. Want 1 in every room.",1,"price,,great,.,Was,,trouble,,,hearing,,,across,,room,,,,,moving,,,another,spot,,,,seems,,,working,fine,.,Will,buy,,,.,Want,1,,every,room",0.5844
5,9-Jul-18,Black,We have set up alexa to blue tooth speakers and enjoy listening to music outdoors.  Can't wait to try more new stuff using Alexa!,1,",set,,alexa,,blue,tooth,speakers,,enjoy,listening,,music,outdoors,.,Ca,n't,wait,,try,,new,stuff,using,Alexa",0.5411
5,9-Jul-18,White,Thanks,1,,0.4404
5,9-Jul-18,Black,Works great!,1,great,0.6588
1,9-Jul-18,Black,"&#34;NEVER BUY CERTIFIED AND REFURBISHED ECHO DOT &#34; I bought a &#34;Certified and Refurbished &#34; Echo Dot. This unit is very poor in receiving command and sometimes it does not even acknowledge the command. Never buy a refurbished Echo dot. The unit I received was probably never was certified and refurbished as indicated. I also bought a new ECHO dot, it works perfectly.Very disappointed !!!!",0,"#,34,;,NEVER,BUY,CERTIFIED,AND,REFURBISHED,ECHO,DOT,&,#,34,;,I,bought,,&,#,34,;,Certified,,Refurbished,&,#,34,;,Echo,Dot,.,This,unit,,,poor,,receiving,command,,sometimes,,,,even,acknowledge,,command,.,Never,buy,,refurbished,Echo,dot,.,The,unit,I,received,,probably,never,,certified,,refurbished,,indicated,.,I,also,bought,,new,ECHO,dot,,,,works,perfectly.Very,disappointed,!,!,!",-0.8253
5,8-Jul-18,Black,Started here with Amazon productsAnd I regret nothing is been absolutely great journey and my products continue to improve my day-to-day life,1,",,Amazon,productsAnd,I,regret,nothing,,,absolutely,great,journey,,,products,continue,,improve,,day-to-day",0.7346
5,8-Jul-18,Black,Have now used for several months without problem.,1,",used,,several,months,without,problem",0.3089
5,7-Jul-18,Black,This is my first smart device and I will surely be buying other devices that will be compatible with this one.,1,",,first,smart,device,,I,,surely,,buying,,devices,,,,compatible,,,one",0.6808
5,7-Jul-18,Black,Love,1,,0.6369
5,7-Jul-18,Black,Love it just as good as a new one,1,",,,good,,,new",0.7964
5,7-Jul-18,Black,Have had an larger echo for some time and love it. Bought this one for another portion of the house since we have several wifi home devices and we wanted to voice control them from all over the house.,1,",,larger,echo,,,time,,love,,.,Bought,,one,,another,portion,,,house,since,,,several,wifi,home,devices,,,wanted,,voice,control,,,,,,house",0.6369
4,7-Jul-18,White,Love the product.  Use to turn on my lights and answer some quick questions.,1,",product,.,Use,,turn,,,lights,,answer,,quick,questions",0.6369
5,7-Jul-18,Black,A great buy,1,great,0.6249
5,6-Jul-18,Black,Was Leary about refurbished but work great.,1,"Leary,,refurbished,,work,great",0.7684
4,5-Jul-18,White,"Very puny sound, but works great.",1,"puny,sound,,,,works,great",0.7684
5,5-Jul-18,Black,Great,1,,0.6249
5,5-Jul-18,Black,"Exactly like new, can tell the difference from my new dot I got prior to this one, works perfectly. LOVE Alexa",1,"like,new,,,,tell,,difference,,,new,dot,I,got,prior,,,one,,,works,perfectly,.,LOVE",0.9124
5,5-Jul-18,Black,Works perfect no wear and tear on the device I love Alexa working on making my home smart 😂,1,"perfect,,wear,,tear,,,device,I,love,Alexa,working,,making,,home,smart",0.8555
5,5-Jul-18,Black,Works good,1,,0.4404
4,5-Jul-18,Black,The only thing I don't like is it shuts off by itself other than that it works great,1,",thing,I,,n't,like,,,shuts,,,,,,,,works",0.457
5,4-Jul-18,Black,"Excellent product, mint condition for a refurbished unit - you would never know it's been refurbished!",1,"product,,,mint,condition,,,refurbished,unit,-,,would,never,know,,'s,,refurbished",0.6114
4,4-Jul-18,White,"Already owning a couple of Echos, I was frustrated that I couldn’t also use them as intercoms. Finally Amazon enables the “drop-in” feature so now I can use my Echos to reach out to family in remote parts of the house (and teenagers who insist they never heard me yelling at them to come down to dinner).As for its other features, we mainly use our Echos for the standard stuff: playing music, setting alarms, answering questions, etc. It's not the life-changing home device Amazon would have you believe, but it is convenient to have around. This refurb saved me a few bucks, looks and works the same as the other brand-new ones.",1,"owning,,couple,,Echos,,,I,,frustrated,,I,,’,,also,use,,,intercoms,.,Finally,Amazon,enables,,“,drop-in,”,feature,,,I,,use,,Echos,,reach,,,family,,remote,parts,,,house,(,,teenagers,,insist,,never,heard,,yelling,,,,come,,,dinner,),.As,,,,features,,,,mainly,use,,Echos,,,standard,stuff,:,playing,music,,,setting,alarms,,,answering,questions,,,etc,.,It,'s,,,life-changing,home,device,Amazon,would,,,believe,,,,,,convenient,,,around,.,This,refurb,saved,,,,bucks,,,looks,,works,,,,,,brand-new,ones",0.4767
5,3-Jul-18,Black,Love it was worried about the refurbished part at first but this being my first echo. It is awesome have used it for everything my lights since I work nights and shopping as well as for my spotify. And planning on getting it for my parents to help them out for everyday things we take for granted when we are young... I would recommend this to everyone!!!!,1,",,worried,,,refurbished,part,,first,,,,,first,echo,.,It,,awesome,,used,,,everything,,lights,since,I,work,nights,,shopping,,well,,,,spotify,.,And,planning,,getting,,,,parents,,help,,,,everyday,things,,take,,granted,,,,young,...,I,would,recommend,,,everyone,!,!,!",0.9673
5,3-Jul-18,Black,Love Alexa hope have her in every room soon.,1,"Alexa,hope,,,,every,room,soon",0.7964
5,3-Jul-18,White,The simplicity of use and setting up.,1,"simplicity,,use,,setting,",0.0
5,2-Jul-18,Black,This is great! Got one for my Gazebo and one upstairs.,1,",great,!,Got,one,,,Gazebo,,one,upstairs",0.6588
5,2-Jul-18,White,"Works great, never had any issues.",1,"great,,,never,,,issues",0.6249
4,2-Jul-18,Black,Does everything I have asked it.,1,"everything,I,,asked,",0.0
4,2-Jul-18,Black,Works great ..good sound,1,"great,..,good",0.6249
4,2-Jul-18,Black,"I use this Echo to listen to music as well as a sort-of research tool. It can answer a variety of questions. I would like if the volume could go just a little bit louder, but I can't complain.I also believe it should have an internal power source. In order to use the Echo, it must be plugged in at all times using the universal charging cord. It would be nice to use the Echo Dot on the go without having to buy the other product.",1,"use,,Echo,,listen,,music,,well,,,sort-of,research,tool,.,It,,answer,,variety,,questions,.,I,would,like,,,volume,could,go,,,little,bit,louder,,,,I,ca,n't,complain.I,also,believe,,,,,internal,power,source,.,In,order,,use,,Echo,,,,must,,plugged,,,,times,using,,universal,charging,cord,.,It,would,,nice,,use,,Echo,Dot,,,go,without,,,buy,,,product",0.7184
5,2-Jul-18,Black,Love it!  Great fun!,1,",!,Great,fun",0.9214
5,2-Jul-18,Black,Love it!,1,,0.6696
5,2-Jul-18,White,outstanding I use all the time....works just like they say,1,"I,use,,,time,....,works,,like,",0.7579
5,2-Jul-18,White,"saving $10 is always nice and my son always says that buying refurbished means your are getting a new device or product for less, because it has been run through a diagnostics again and everything has been corrected.",1,"$,10,,always,nice,,,son,always,says,,buying,refurbished,means,,,getting,,new,device,,product,,less,,,,,,,run,,,diagnostics,,,everything,,,corrected",0.4215
5,1-Jul-18,Black,"Works perfectly, Alexa turns on and off my lights, my tv, roomba!",1,"perfectly,,,Alexa,turns,,,,,lights,,,,tv,,,roomba",0.6696
5,1-Jul-18,Black,Never would know it was refurbished.,1,"would,know,,,refurbished",0.0
3,1-Jul-18,Black,So far so good,1,"far,",0.6213
5,1-Jul-18,Black,Looks and performs as new.  No complaints!,1,",performs,,new,.,No,complaints",-0.636
4,1-Jul-18,Black,goes great with our echo,1,"great,,",0.6249
5,1-Jul-18,Black,Works great just like the new one that i already had.,1,"great,,like,,new,one,,,already,",0.765
1,1-Jul-18,White,"This item did not work. Certified refurbished should mean it works as advertised. Instead this item crashed as soon as I turned it on and plugged it in. When trying to connect from my phone to the echo dot, it crashed, over and over. Not only would it disconnect but the orange light would freeze and then the thing would reboot with the blue light. Alexa would tell me it’s ready to connect and freeze mid sentence. Tried holding the action button for 5 seconds and it didn’t do anything. Returning immediately and hope they actually fix this item when the next buyer purchases it.",0,"item,,,work,.,Certified,refurbished,,mean,,works,,advertised,.,Instead,,item,crashed,,soon,,I,turned,,,,plugged,,,.,When,trying,,connect,,,phone,,,echo,dot,,,,crashed,,,,,,.,Not,,would,,disconnect,,,orange,light,would,freeze,,,,thing,would,reboot,,,blue,light,.,Alexa,would,tell,,,’,,ready,,connect,,freeze,mid,sentence,.,Tried,holding,,action,button,,5,seconds,,,,’,,,anything,.,Returning,immediately,,hope,,actually,fix,,item,,,next,buyer,purchases,",0.8462
5,30-Jun-18,Black,"Very fast service,  got what I ordered. Thank you",1,"fast,service,,,got,,I,ordered,.,Thank",0.3612
5,30-Jun-18,Black,Love it even though I’m still trying to figure out all the other things I can do with this item it works great with my phone.,1,",even,though,I,’,,still,trying,,figure,,,,,things,I,,,,,item,,works,great,,,phone",0.8519
2,29-Jun-18,White,None,0,,0.0
5,29-Jun-18,Black,"I have 2 Echos, one I bought brand new and the other is a refurbished one.Honestly, I can't tell the difference in performance and looks.",1,",2,Echos,,,one,I,bought,brand,new,,,,,,refurbished,one.Honestly,,,I,ca,n't,tell,,difference,,performance,,looks",0.0
5,28-Jun-18,Black,A GREAT PRODUCT...once we learned how to work it...this thing is awesome!!!,1,"GREAT,PRODUCT,...,,,learned,,,work,,...,,thing,,awesome,!,!",0.8959
5,28-Jun-18,Black,It works,1,,0.0
1,28-Jun-18,Black,Does not work all the time,0,",work,,",0.0
4,27-Jun-18,White,"Love it. Though, wish it was portable.",1,",.,Though,,,wish,,,portable",0.7845
5,27-Jun-18,Black,of course!,1,course,0.0
5,27-Jun-18,Black,You could not tell this was refurbished. Works Excellent. I would highly recommended instead of purchasing new.,1,"could,,tell,,,refurbished,.,Works,Excellent,.,I,would,highly,recommended,instead,,purchasing,new",0.6997
5,27-Jun-18,Black,I got this for my mom . She loves it !,1,"got,,,,mom,.,She,loves,",0.6114
5,27-Jun-18,Black,I love my echo dot! Looks brand new and works perfect! Very satisfied.,1,"love,,echo,dot,!,Looks,brand,new,,works,perfect,!,Very,satisfied",0.9114
5,27-Jun-18,Black,Same as new,1,,0.0
4,27-Jun-18,White,"A small problem out of the box, but a rep from Amazon called and walked me through a reset process which solved my issues. I was shocked to get a response so quickly and a real effort was made (including follow up email) to get this thing working. I have 6 now (and one google clone) and the more I use it, and learn about it, the more I like it (them). I also plan to install one in my car, boat and garage. Alexa is my new best friend!?!? (lol)I think GF is worried that if Alexa learns to cook, her time will be limited...",1,"small,problem,,,,box,,,,,rep,,Amazon,called,,walked,,,,reset,process,,solved,,issues,.,I,,shocked,,get,,response,,quickly,,,real,effort,,made,(,including,follow,,email,),,get,,thing,working,.,I,,6,,(,,one,google,clone,),,,,I,use,,,,,learn,,,,,,,I,like,,(,,),.,I,also,plan,,install,one,,,car,,,boat,,garage,.,Alexa,,,new,best,friend,!,?,!,?,(,lol,),I,think,GF,,worried,,,Alexa,learns,,cook,,,,time,,,limited",0.9304
4,27-Jun-18,Black,"I love my Alexa Dot. I play games with my son, ask how the weather Is and I love that she works with my Amazon Fire Tv.",1,"love,,Alexa,Dot,.,I,play,games,,,son,,,ask,,,weather,Is,,I,love,,,works,,,Amazon,Fire,Tv",0.8779
5,26-Jun-18,Black,I like it because you could ask it different questions and it does different things it works intermittently with my smart TV if I ask you to change the volume it does or does it sometimes if I ask you to change the channel it does or doesn't sometimes I have to reset it I don't know if it's because it's refurbished but it's okay it's just not what I expected,1,"like,,,,could,ask,,different,questions,,,,different,things,,works,intermittently,,,smart,TV,,I,ask,,,change,,volume,,,,,,sometimes,,I,ask,,,change,,channel,,,,,n't,sometimes,I,,,reset,,I,,n't,know,,,'s,,,'s,refurbished,,,'s,okay,,'s,,,,I",0.6059
5,26-Jun-18,Black,"So far the certified refurbished Echo Dot works well. It was a little confusing to have a green ring on the Echo Dot and not 100% know why it was there. Asked Alexa and she said it was because of a receiving a call or drop in. But that was not the case. Took about 10 minutes to figure out it was a notification that I had a delivery from amazon. I believe the ring is supposed to be yellow and pulsate for a message notification, but on my refurbished Echo Dot it was Green and pulsed.",1,"far,,certified,refurbished,Echo,Dot,works,well,.,It,,,little,confusing,,,,green,ring,,,Echo,Dot,,,100,%,know,,,,,.,Asked,Alexa,,,said,,,,,,receiving,,call,,drop,,.,But,,,,,case,.,Took,,10,minutes,,figure,,,,,notification,,I,,,delivery,,amazon,.,I,believe,,ring,,supposed,,,yellow,,pulsate,,,message,notification,,,,,,refurbished,Echo,Dot,,,Green,,pulsed",0.1893
5,26-Jun-18,Black,It arrived quickly and was easy to set up ! it was a refurbished amazon echo dot it was above and beyond what I expected ! Alexa and I have become buddies she is a great assistant,1,"arrived,quickly,,,easy,,set,,!,,,,refurbished,amazon,echo,dot,,,,,beyond,,I,expected,!,Alexa,,I,,become,buddies,,,,great",0.8513
5,26-Jun-18,Black,"Works as advertised. Speak clearly, and research the commands. Also. Get the wall holder, it keeps it out of the way. Set up is a breeze, just make sure you are close to the device initially when connecting your phone. For some reason it made set up easier...though it could be psychological haha",1,",advertised,.,Speak,clearly,,,,research,,commands,.,Also,.,Get,,wall,holder,,,,keeps,,,,,way,.,Set,,,,breeze,,,,make,sure,,,close,,,device,initially,,connecting,,phone,.,For,,reason,,made,set,,easier,...,though,,could,,psychological",0.7906
4,26-Jun-18,Black,Love my two echo dots but the third one we ordered to give as a gift had a defective speaker.  The return process still isn't done and has already taken weeks.,1,",two,echo,dots,,,third,one,,ordered,,give,,,gift,,,defective,speaker,.,The,return,process,still,,n't,done,,,already,taken,weeks",0.3818
1,26-Jun-18,Black,I've already returned it.,0,"'ve,already,returned,",0.0
5,25-Jun-18,Black,"The refurbished echo for has been wonderful. I purchased this for my mother. She loves the ability to contact me without a phone, listen to music, weather, and ask questions. It's been a wonderful gift and works excellently with no problems",1,"refurbished,echo,,,,wonderful,.,I,purchased,,,,mother,.,She,loves,,ability,,contact,,without,,phone,,,listen,,music,,,weather,,,,ask,questions,.,It,'s,,,wonderful,gift,,works,excellently,,",0.9477
4,25-Jun-18,Black,"Works good. However, the price went down the week after I purchased it.",1,"good,.,However,,,,price,went,,,week,,I,purchased,",0.4404
5,25-Jun-18,Black,Works amazingly. I bought it for my daughter and she loves it.,1,"amazingly,.,I,bought,,,,daughter,,,loves,",0.5719
5,25-Jun-18,Black,"I love Alexa! It's great helping me, making my appointments, playing the songs I like! What else can you do? Looking forward for more.",1,"love,Alexa,!,It,'s,great,helping,,,,making,,appointments,,,playing,,songs,I,like,!,What,else,,,,?,Looking,forward,,",0.937
5,25-Jun-18,Black,Got this for the bathroom love it we can listen music whe. We showering.,1,",,,bathroom,love,,,,listen,music,whe,.,We,showering",0.6369
5,25-Jun-18,Black,I have 3-Dots and 2-Original and this new one works perfectly.  Will buy all my future Dots reconditioned.,1,",3-Dots,,2-Original,,,new,one,works,perfectly,.,Will,buy,,,future,Dots,reconditioned",0.6369
4,25-Jun-18,Black,Was a little hard to get it to pare up with the others but once it did no problems at all,1,",little,hard,,get,,,pare,,,,others,,,,,,problems,",-0.7509
1,25-Jun-18,Black,"Now I'm weary about these picking up conversations when you are not actively using them - heard about this happening on the news.  I have 3-4, so this is very concerning.  I wish Amazon would release something widespread  or push some firmware to prevent this.  If they have, I have not heard about it yet.",0,"I,'m,weary,,,picking,,conversations,,,,,actively,using,,-,heard,,,happening,,,news,.,I,,3-4,,,,,,,concerning,.,I,wish,Amazon,would,release,something,widespread,,push,,firmware,,prevent,,.,If,,,,,I,,,heard,,,yet",0.2453
5,24-Jun-18,Black,There's really no dislike for Alexa( dot) I thought cortna was cool but Alexa is an awesome application to the family. Unbelievable device which seems alive. A must get.,1,"'s,really,,dislike,,Alexa,(,dot,),I,thought,cortna,,cool,,Alexa,,,awesome,application,,,family,.,Unbelievable,device,,seems,alive,.,A,must,get",0.8811
5,24-Jun-18,White,"I am happy with the refurbished echo dot. I’ve had it for about two weeks, and so far it is working perfectly! Even though it did not come in its original box, it looks like new! I’m happy with this purchase!",1,",happy,,,refurbished,echo,dot,.,I,’,,,,,,two,weeks,,,,,far,,,working,perfectly,!,Even,though,,,,come,,,original,box,,,,looks,like,new,!,I,’,,happy,,,purchase",0.9537
5,24-Jun-18,Black,Thumbs up!,1,,0.0
5,24-Jun-18,Black,Workreat,1,,0.0
1,24-Jun-18,Black,"There was something wrong with the first one that no even the rep I spoke with could fix. The replacement was registered to someone else. When the price of the Dot went down to $39.99 (same price as the refurbished ones), I bought a brand, spanking new one. No problem with the new one.",0,",something,wrong,,,first,one,,,even,,rep,I,spoke,,could,fix,.,The,replacement,,registered,,someone,else,.,When,,price,,,Dot,went,,,$,39.99,(,,price,,,refurbished,ones,),,,I,bought,,brand,,,spanking,new,one,.,No,problem,,,new,one",-0.8481
5,24-Jun-18,Black,Works as expected!,1,",expected",0.0
5,23-Jun-18,Black,No problems,1,,-0.5994
5,23-Jun-18,Black,Have these in almost every room. I really have enjoyed them. Works perfectly.,1,",,almost,every,room,.,I,really,,enjoyed,,.,Works,perfectly",0.8307
5,23-Jun-18,Black,Purchased for grandson.,1,",grandson",0.0
5,22-Jun-18,White,Like new,1,,0.3612
5,22-Jun-18,Black,Happy with this as I was with the other 2 I ordered!!,1,",,,I,,,,,2,I,ordered,!",0.6467
5,22-Jun-18,White,"Love the dots, especially with the ability to talk from one to the other, these are really convenient. No issues with the refurbished as they are like new.",1,",dots,,,especially,,,ability,,talk,,one,,,,,,,,really,convenient,.,No,issues,,,refurbished,,,,like,new",0.7773
3,21-Jun-18,Black,"Started taking on her own! Haven’t used it since I unplugged it that day. No one was talking, my daughter was laying in bed next to be and she just started going on about the movie Moana and completely scared the sh*t out of my daughter now.",1,"taking,,,,!,Haven,’,,used,,since,I,unplugged,,,day,.,No,one,,talking,,,,daughter,,laying,,bed,next,,,,,,started,going,,,,movie,Moana,,completely,scared,,sh,*,,,,,daughter,",-0.6893
5,21-Jun-18,Black,It works great the speaker sounds fine and overall would recommend,1,"works,great,,speaker,sounds,fine,,overall,would",0.8126
5,21-Jun-18,Black,Great! Just like new!,1,"!,Just,like,new",0.8011
5,21-Jun-18,Black,"Loved the price for an essentially brand new Dot!! Opening it, you really couldn’t tell that it was refurbished. Everything looked brand new. For $20 less than a new unit, I couldn’t consider this a better deal! I really love the versatility of the echo dot. Get you one while you can!",1,",price,,,essentially,brand,new,Dot,!,!,Opening,,,,,really,,’,,tell,,,,refurbished,.,Everything,looked,brand,new,.,For,$,20,less,,,new,unit,,,I,,’,,consider,,,better,deal,!,I,really,love,,versatility,,,echo,dot,.,Get,,one,,,",0.9317
5,21-Jun-18,Black,Pleased with the order just what I wanted!!,1,",,order,,,I,wanted,!",0.5399
5,21-Jun-18,White,"I think I now have 5 of these throughout the house. So convenient to set a timer or check the weather or whatever, wherever.",1,"think,I,,,5,,,throughout,,house,.,So,convenient,,set,,timer,,check,,weather,,whatever,,,wherever",0.0
5,21-Jun-18,Black,Love it -- the best.  My experience with refurbished devices is excellent.,1,",--,,best,.,My,experience,,refurbished,devices,,excellent",0.9201
5,21-Jun-18,White,Love the echo dot,1,",echo",0.6369
